seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
682,similar_ratio,20,292,"(34, 38, 43, 38, 19, 13, 40, 11, 17, 50, 21, 42, 1, 17, 36, 33, 29, 25, 46, 32)","(66, 73, 90, 76, 40, 26, 83, 23, 35, 95, 40, 87, 2, 34, 72, 69, 58, 49, 90, 63)",565,601,True,0.059900166389351084
683,similar_ratio,20,249,"(26, 3, 9, 4, 12, 43, 30, 27, 14, 32, 37, 5, 47, 50, 22, 37, 5, 36, 9, 50)","(53, 6, 17, 8, 25, 85, 59, 52, 27, 66, 72, 10, 91, 103, 46, 75, 10, 76, 19, 95)",497,511,True,0.0273972602739726
684,similar_ratio,20,257,"(25, 28, 35, 47, 42, 41, 48, 17, 14, 28, 2, 17, 20, 23, 3, 18, 15, 44, 6, 41)","(51, 58, 72, 92, 87, 82, 93, 33, 29, 54, 4, 33, 41, 45, 6, 35, 29, 91, 12, 83)",522,528,True,0.011363636363636364
685,similar_ratio,20,218,"(20, 6, 20, 10, 40, 46, 2, 6, 11, 3, 8, 48, 49, 15, 43, 48, 12, 27, 7, 15)","(41, 12, 40, 21, 78, 93, 4, 12, 23, 6, 16, 92, 102, 29, 89, 96, 25, 53, 14, 29)",446,448,True,0.004464285714285714
686,similar_ratio,20,268,"(34, 19, 5, 43, 44, 47, 50, 46, 7, 18, 41, 18, 23, 12, 42, 6, 5, 34, 18, 24)","(68, 39, 10, 86, 85, 95, 104, 92, 14, 36, 81, 35, 44, 24, 81, 11, 10, 65, 35, 47)",542,542,False,0.0
687,similar_ratio,20,263,"(26, 40, 50, 1, 7, 1, 27, 48, 6, 18, 24, 22, 47, 27, 39, 33, 12, 44, 9, 45)","(54, 83, 100, 2, 14, 2, 54, 92, 13, 38, 47, 42, 97, 55, 82, 67, 23, 90, 18, 86)",530,544,True,0.025735294117647058
688,similar_ratio,20,274,"(48, 26, 45, 17, 2, 9, 30, 32, 23, 46, 11, 45, 32, 34, 2, 14, 27, 49, 11, 46)","(94, 51, 93, 33, 4, 18, 59, 64, 46, 95, 23, 94, 66, 68, 4, 29, 53, 97, 22, 91)",558,562,True,0.0071174377224199285
689,similar_ratio,20,273,"(39, 22, 31, 38, 45, 6, 27, 7, 50, 35, 26, 29, 18, 17, 42, 37, 25, 6, 16, 30)","(75, 42, 65, 76, 93, 12, 54, 14, 96, 72, 54, 60, 34, 32, 83, 70, 49, 12, 32, 62)",560,560,False,0.0
690,similar_ratio,20,272,"(21, 12, 5, 38, 42, 39, 32, 38, 35, 43, 32, 7, 15, 21, 46, 17, 34, 15, 22, 30)","(43, 24, 10, 79, 80, 79, 61, 75, 69, 89, 66, 13, 29, 42, 92, 34, 71, 31, 44, 60)",547,558,True,0.01971326164874552
691,similar_ratio,20,260,"(45, 7, 19, 21, 41, 42, 44, 43, 12, 9, 21, 38, 46, 18, 9, 8, 24, 4, 30, 40)","(87, 14, 39, 43, 80, 85, 86, 86, 23, 18, 43, 73, 93, 36, 18, 17, 49, 8, 61, 77)",524,527,True,0.0056925996204933585
692,similar_ratio,20,276,"(2, 9, 33, 3, 50, 14, 18, 29, 36, 26, 7, 38, 42, 50, 43, 25, 38, 35, 6, 47)","(4, 18, 64, 6, 101, 27, 36, 58, 75, 52, 14, 74, 83, 98, 87, 52, 76, 70, 12, 96)",559,561,True,0.0035650623885918
693,similar_ratio,20,218,"(31, 43, 10, 1, 3, 47, 17, 14, 43, 26, 45, 44, 42, 18, 10, 11, 2, 8, 2, 19)","(60, 90, 21, 2, 6, 94, 34, 28, 87, 51, 92, 87, 83, 36, 19, 22, 4, 17, 4, 38)",443,445,True,0.0044943820224719105
694,similar_ratio,20,250,"(45, 18, 7, 28, 4, 46, 17, 30, 32, 6, 1, 45, 40, 37, 34, 46, 16, 5, 19, 24)","(90, 37, 14, 55, 8, 88, 35, 59, 61, 12, 2, 93, 77, 75, 68, 91, 31, 10, 36, 49)",493,506,True,0.025691699604743084
695,similar_ratio,20,294,"(22, 16, 24, 47, 20, 24, 20, 50, 40, 3, 47, 39, 37, 24, 16, 16, 35, 49, 18, 41)","(46, 32, 48, 92, 39, 46, 41, 97, 77, 6, 91, 76, 73, 46, 33, 32, 73, 94, 36, 82)",587,591,True,0.00676818950930626
696,similar_ratio,20,240,"(11, 29, 32, 29, 21, 33, 8, 43, 3, 8, 39, 7, 48, 23, 11, 37, 19, 39, 40, 1)","(23, 59, 62, 56, 43, 63, 15, 85, 6, 16, 80, 14, 94, 48, 22, 73, 38, 81, 76, 2)",488,489,True,0.002044989775051125
697,similar_ratio,20,201,"(9, 18, 44, 30, 12, 24, 1, 47, 21, 1, 12, 7, 16, 18, 29, 22, 36, 7, 35, 13)","(18, 37, 84, 59, 23, 48, 2, 90, 41, 2, 24, 15, 31, 37, 59, 43, 70, 14, 72, 26)",397,406,True,0.022167487684729065
698,similar_ratio,20,250,"(24, 28, 35, 9, 34, 10, 41, 2, 23, 40, 11, 15, 47, 34, 11, 45, 38, 21, 19, 14)","(50, 56, 73, 18, 70, 20, 80, 4, 48, 80, 22, 30, 92, 67, 21, 89, 74, 41, 38, 28)",509,509,False,0.0
699,similar_ratio,20,268,"(24, 42, 5, 2, 11, 31, 34, 8, 40, 43, 28, 49, 22, 24, 7, 44, 19, 42, 25, 35)","(47, 80, 10, 4, 22, 60, 69, 17, 81, 87, 58, 99, 45, 49, 14, 91, 37, 83, 51, 68)",548,548,False,0.0
700,similar_ratio,20,277,"(11, 29, 34, 21, 39, 6, 16, 41, 19, 40, 47, 26, 34, 24, 48, 37, 4, 39, 11, 28)","(23, 59, 69, 43, 81, 12, 33, 85, 37, 78, 92, 51, 65, 48, 100, 71, 8, 75, 22, 58)",571,571,False,0.0
701,similar_ratio,20,250,"(48, 7, 36, 35, 31, 3, 39, 10, 3, 28, 17, 8, 45, 35, 36, 42, 29, 33, 13, 1)","(94, 13, 73, 68, 62, 6, 81, 20, 6, 55, 35, 17, 88, 73, 69, 83, 56, 64, 27, 2)",498,508,True,0.01968503937007874
702,similar_ratio,20,244,"(49, 7, 50, 13, 19, 37, 5, 16, 12, 10, 6, 25, 46, 37, 14, 40, 8, 15, 40, 40)","(101, 13, 103, 27, 39, 73, 10, 33, 25, 20, 12, 50, 88, 75, 27, 80, 17, 30, 76, 77)",492,500,True,0.016
703,similar_ratio,20,248,"(4, 31, 16, 22, 34, 15, 22, 17, 10, 17, 16, 27, 45, 38, 31, 35, 42, 25, 26, 23)","(8, 65, 32, 42, 71, 31, 44, 35, 21, 35, 31, 52, 91, 73, 59, 73, 85, 48, 52, 46)",507,509,True,0.003929273084479371
704,similar_ratio,20,318,"(40, 48, 25, 11, 24, 24, 47, 43, 26, 14, 27, 39, 44, 37, 24, 17, 19, 40, 46, 41)","(79, 97, 50, 22, 46, 46, 91, 88, 51, 28, 53, 78, 88, 74, 47, 34, 37, 78, 94, 84)",629,642,True,0.020249221183800622
705,similar_ratio,20,291,"(50, 19, 28, 15, 47, 47, 27, 6, 20, 36, 44, 35, 32, 35, 28, 32, 39, 11, 2, 29)","(98, 37, 56, 31, 98, 97, 55, 12, 39, 75, 90, 73, 62, 69, 55, 67, 78, 22, 4, 56)",602,602,False,0.0
706,similar_ratio,20,261,"(40, 17, 48, 36, 37, 27, 24, 15, 3, 25, 24, 14, 37, 41, 10, 35, 17, 7, 34, 31)","(83, 35, 96, 72, 74, 51, 50, 29, 6, 48, 46, 28, 74, 83, 20, 73, 35, 14, 66, 63)",524,534,True,0.018726591760299626
707,similar_ratio,20,240,"(2, 22, 35, 1, 34, 43, 8, 3, 18, 7, 39, 42, 46, 29, 26, 18, 7, 30, 31, 40)","(4, 44, 70, 2, 68, 90, 16, 6, 37, 15, 79, 83, 93, 57, 51, 36, 14, 57, 64, 83)",489,493,True,0.008113590263691683
708,similar_ratio,20,243,"(8, 48, 42, 9, 39, 14, 21, 26, 27, 30, 15, 26, 43, 18, 27, 6, 7, 30, 2, 48)","(17, 99, 83, 18, 77, 28, 44, 50, 52, 59, 30, 50, 83, 36, 52, 12, 14, 62, 4, 100)",464,497,True,0.06639839034205232
709,similar_ratio,20,206,"(35, 4, 12, 25, 1, 35, 24, 17, 5, 34, 1, 29, 6, 15, 24, 35, 8, 20, 36, 46)","(71, 8, 23, 51, 2, 70, 46, 35, 10, 67, 2, 60, 12, 30, 46, 67, 15, 39, 73, 93)",417,418,True,0.0023923444976076554
710,similar_ratio,20,278,"(25, 29, 29, 3, 41, 45, 31, 10, 50, 4, 46, 5, 42, 39, 45, 45, 13, 6, 21, 27)","(51, 59, 57, 6, 81, 86, 62, 21, 99, 8, 88, 10, 83, 75, 89, 88, 27, 12, 40, 53)",527,556,True,0.052158273381294966
711,similar_ratio,20,252,"(40, 45, 15, 16, 18, 22, 7, 26, 28, 10, 35, 18, 23, 28, 25, 25, 20, 13, 45, 46)","(80, 89, 30, 31, 36, 46, 14, 49, 59, 21, 68, 35, 44, 56, 48, 49, 40, 25, 87, 90)",506,507,True,0.0019723865877712033
712,similar_ratio,20,240,"(19, 32, 28, 42, 45, 36, 45, 9, 2, 4, 31, 20, 1, 14, 49, 29, 2, 25, 24, 23)","(38, 61, 54, 82, 94, 70, 93, 18, 4, 8, 62, 39, 2, 27, 101, 59, 4, 52, 49, 48)",496,496,False,0.0
713,similar_ratio,20,266,"(25, 24, 26, 17, 29, 44, 34, 15, 12, 44, 34, 29, 22, 38, 7, 34, 29, 23, 23, 24)","(51, 48, 53, 35, 61, 84, 66, 31, 24, 85, 65, 55, 45, 79, 14, 69, 60, 45, 46, 50)",548,548,False,0.0
714,similar_ratio,20,347,"(50, 21, 27, 47, 36, 15, 42, 44, 50, 39, 45, 47, 21, 26, 7, 47, 35, 31, 50, 14)","(96, 40, 56, 99, 75, 29, 81, 89, 99, 75, 94, 90, 43, 54, 14, 89, 67, 65, 100, 28)",689,713,True,0.033660589060308554
715,similar_ratio,20,286,"(33, 16, 39, 46, 46, 33, 36, 36, 50, 50, 20, 10, 4, 18, 36, 20, 34, 20, 13, 11)","(63, 31, 75, 95, 91, 67, 72, 71, 96, 102, 39, 20, 8, 35, 72, 41, 67, 39, 25, 23)",571,578,True,0.012110726643598616
716,similar_ratio,20,262,"(11, 16, 8, 32, 29, 41, 29, 2, 25, 49, 31, 30, 43, 25, 15, 50, 48, 13, 22, 5)","(22, 31, 17, 62, 58, 82, 55, 4, 52, 97, 61, 61, 84, 52, 31, 101, 100, 26, 43, 10)",534,536,True,0.0037313432835820895
717,similar_ratio,20,282,"(16, 50, 32, 5, 23, 23, 49, 44, 46, 13, 34, 49, 41, 6, 32, 35, 11, 2, 40, 14)","(33, 101, 67, 10, 44, 47, 99, 84, 94, 25, 68, 102, 86, 12, 62, 67, 23, 4, 77, 29)",580,582,True,0.003436426116838488
718,similar_ratio,20,290,"(17, 15, 28, 26, 43, 31, 42, 43, 30, 48, 1, 24, 24, 16, 1, 42, 32, 49, 37, 30)","(35, 31, 54, 53, 86, 64, 84, 87, 61, 96, 2, 49, 49, 32, 2, 81, 66, 94, 77, 62)",583,594,True,0.018518518518518517
719,similar_ratio,20,278,"(18, 8, 33, 40, 22, 28, 42, 35, 33, 40, 16, 2, 13, 32, 6, 22, 43, 47, 46, 31)","(38, 16, 65, 79, 46, 57, 84, 71, 67, 79, 31, 4, 26, 64, 12, 43, 89, 96, 89, 62)",568,568,False,0.0
720,similar_ratio,20,289,"(48, 1, 50, 6, 39, 49, 20, 23, 29, 19, 30, 17, 1, 41, 16, 37, 25, 46, 34, 47)","(100, 2, 99, 12, 81, 99, 39, 48, 57, 38, 60, 35, 2, 82, 33, 71, 51, 90, 67, 90)",561,591,True,0.050761421319796954
721,similar_ratio,20,227,"(10, 12, 23, 41, 30, 23, 1, 29, 45, 36, 3, 50, 41, 12, 7, 9, 44, 1, 3, 34)","(20, 25, 46, 81, 58, 45, 2, 61, 92, 73, 6, 104, 81, 23, 15, 17, 86, 2, 6, 65)",452,465,True,0.02795698924731183
722,similar_ratio,20,260,"(40, 12, 35, 10, 48, 42, 17, 11, 31, 6, 2, 22, 38, 41, 40, 4, 16, 35, 38, 33)","(82, 24, 70, 20, 98, 88, 33, 22, 63, 12, 4, 46, 78, 86, 84, 8, 33, 68, 72, 63)",537,539,True,0.0037105751391465678
723,similar_ratio,20,280,"(35, 18, 17, 37, 4, 46, 28, 30, 9, 38, 46, 17, 17, 8, 19, 47, 41, 48, 14, 41)","(68, 35, 33, 71, 8, 96, 56, 62, 18, 77, 94, 36, 32, 15, 39, 97, 81, 98, 28, 83)",576,576,False,0.0
724,similar_ratio,20,238,"(47, 3, 44, 28, 8, 43, 17, 24, 19, 22, 31, 15, 41, 38, 9, 3, 38, 10, 26, 10)","(92, 6, 86, 58, 16, 87, 35, 50, 38, 44, 59, 31, 85, 76, 18, 6, 78, 19, 51, 21)",485,489,True,0.0081799591002045
725,similar_ratio,20,250,"(6, 1, 21, 44, 16, 31, 2, 39, 33, 7, 22, 22, 45, 26, 46, 43, 46, 13, 4, 33)","(12, 2, 42, 86, 33, 60, 4, 77, 65, 15, 43, 43, 92, 54, 91, 88, 90, 27, 8, 66)",508,508,False,0.0
726,similar_ratio,20,208,"(17, 27, 26, 10, 3, 33, 3, 12, 24, 27, 29, 42, 7, 7, 34, 10, 5, 44, 44, 11)","(35, 52, 53, 19, 6, 63, 6, 25, 50, 56, 60, 83, 14, 14, 70, 19, 10, 85, 84, 22)",421,426,True,0.011737089201877934
727,similar_ratio,20,266,"(34, 34, 44, 11, 34, 22, 45, 15, 7, 11, 23, 1, 36, 23, 18, 31, 10, 39, 50, 43)","(71, 65, 92, 23, 65, 46, 88, 30, 13, 23, 46, 2, 70, 45, 37, 64, 20, 74, 95, 88)",542,546,True,0.007326007326007326
728,similar_ratio,20,306,"(3, 40, 36, 45, 22, 40, 23, 36, 32, 43, 32, 22, 42, 49, 46, 5, 5, 48, 2, 41)","(6, 82, 73, 86, 45, 79, 44, 73, 64, 86, 67, 44, 84, 100, 95, 10, 10, 92, 4, 79)",625,625,False,0.0
729,similar_ratio,20,266,"(45, 19, 7, 38, 11, 49, 13, 41, 1, 43, 9, 12, 30, 37, 40, 9, 27, 16, 40, 45)","(94, 38, 14, 74, 21, 102, 26, 79, 2, 88, 19, 23, 60, 75, 83, 19, 52, 31, 80, 87)",534,547,True,0.02376599634369287
730,similar_ratio,20,265,"(20, 19, 35, 11, 19, 46, 41, 1, 24, 24, 27, 36, 16, 42, 31, 2, 43, 41, 32, 20)","(38, 40, 71, 21, 39, 92, 83, 2, 46, 48, 54, 74, 33, 80, 63, 4, 83, 80, 62, 39)",522,538,True,0.02973977695167286
731,similar_ratio,20,240,"(47, 35, 7, 1, 7, 33, 17, 36, 50, 41, 1, 14, 22, 44, 27, 33, 8, 17, 17, 23)","(90, 73, 15, 2, 14, 65, 34, 70, 104, 86, 2, 27, 44, 90, 53, 66, 16, 33, 32, 45)",480,494,True,0.02834008097165992
732,similar_ratio,20,296,"(43, 25, 41, 5, 7, 10, 39, 42, 40, 29, 31, 45, 44, 24, 11, 30, 44, 6, 31, 45)","(83, 51, 85, 10, 14, 21, 75, 83, 77, 56, 59, 89, 91, 48, 22, 60, 88, 12, 59, 90)",592,599,True,0.011686143572621035
733,similar_ratio,20,292,"(27, 29, 35, 41, 8, 15, 14, 14, 50, 47, 47, 15, 45, 36, 17, 15, 37, 26, 42, 25)","(56, 56, 68, 84, 16, 29, 29, 29, 103, 95, 94, 29, 88, 74, 33, 29, 77, 51, 87, 52)",591,602,True,0.018272425249169437
734,similar_ratio,20,278,"(44, 17, 44, 23, 12, 23, 44, 12, 47, 32, 31, 30, 8, 20, 19, 23, 48, 39, 1, 39)","(87, 35, 90, 46, 23, 47, 84, 23, 94, 65, 63, 59, 16, 40, 38, 47, 96, 77, 2, 78)",545,563,True,0.03197158081705151
735,similar_ratio,20,193,"(28, 2, 5, 21, 6, 7, 37, 29, 1, 48, 8, 2, 7, 25, 34, 29, 50, 39, 5, 3)","(58, 4, 10, 43, 11, 14, 71, 57, 2, 100, 16, 4, 14, 52, 70, 56, 100, 81, 10, 6)",395,399,True,0.010025062656641603
736,similar_ratio,20,225,"(17, 3, 7, 34, 33, 20, 47, 29, 39, 17, 2, 32, 42, 37, 28, 14, 30, 15, 1, 3)","(33, 6, 14, 65, 65, 41, 90, 56, 75, 34, 4, 62, 82, 71, 57, 28, 61, 31, 2, 6)",431,450,True,0.042222222222222223
737,similar_ratio,20,232,"(1, 1, 13, 47, 37, 32, 7, 5, 16, 14, 15, 50, 14, 31, 41, 41, 45, 16, 15, 23)","(2, 2, 27, 92, 77, 66, 14, 10, 32, 28, 29, 97, 28, 65, 79, 78, 90, 33, 31, 47)",462,476,True,0.029411764705882353
738,similar_ratio,20,262,"(11, 48, 41, 21, 26, 12, 45, 4, 7, 25, 43, 13, 13, 45, 44, 30, 22, 35, 23, 15)","(21, 93, 80, 42, 50, 23, 88, 8, 14, 52, 83, 27, 26, 87, 92, 61, 43, 73, 47, 30)",515,534,True,0.035580524344569285
739,similar_ratio,20,256,"(13, 23, 12, 3, 26, 47, 49, 40, 19, 43, 44, 37, 37, 1, 23, 22, 1, 23, 11, 37)","(27, 46, 24, 6, 51, 93, 99, 79, 38, 88, 91, 77, 77, 2, 46, 44, 2, 47, 23, 75)",515,526,True,0.02091254752851711
740,similar_ratio,20,282,"(37, 19, 5, 50, 16, 36, 47, 34, 44, 45, 44, 34, 8, 9, 46, 30, 33, 4, 22, 1)","(76, 37, 10, 103, 31, 74, 91, 70, 86, 93, 88, 71, 16, 19, 92, 59, 63, 8, 43, 2)",579,579,False,0.0
741,similar_ratio,20,228,"(15, 47, 27, 6, 14, 21, 31, 13, 29, 50, 40, 2, 20, 38, 11, 50, 3, 27, 9, 4)","(31, 98, 54, 12, 29, 43, 65, 27, 58, 98, 82, 4, 39, 77, 22, 102, 6, 53, 17, 8)",468,470,True,0.00425531914893617
742,similar_ratio,20,228,"(27, 9, 8, 39, 4, 18, 6, 23, 49, 6, 27, 32, 35, 17, 24, 20, 35, 3, 34, 40)","(57, 19, 16, 81, 8, 36, 13, 47, 95, 12, 53, 61, 72, 32, 46, 39, 70, 6, 65, 77)",437,466,True,0.06223175965665236
743,similar_ratio,20,312,"(45, 38, 2, 47, 16, 36, 17, 39, 5, 40, 49, 5, 31, 43, 38, 43, 35, 8, 41, 46)","(94, 80, 4, 98, 33, 74, 35, 75, 10, 81, 94, 10, 60, 83, 74, 85, 70, 16, 85, 91)",620,643,True,0.03576982892690513
744,similar_ratio,20,210,"(20, 22, 1, 21, 11, 9, 8, 20, 29, 24, 32, 11, 43, 32, 17, 32, 25, 32, 18, 13)","(41, 44, 2, 41, 22, 17, 16, 41, 57, 50, 64, 21, 90, 61, 35, 62, 50, 62, 37, 25)",428,430,True,0.004651162790697674
745,similar_ratio,20,236,"(15, 36, 11, 35, 28, 42, 31, 47, 9, 38, 19, 45, 10, 21, 2, 11, 6, 10, 38, 19)","(31, 71, 21, 69, 58, 85, 65, 96, 19, 76, 37, 87, 20, 44, 4, 21, 12, 21, 78, 37)",485,486,True,0.00205761316872428
746,similar_ratio,20,295,"(28, 26, 37, 33, 43, 45, 15, 49, 23, 30, 39, 33, 4, 34, 16, 50, 25, 20, 10, 30)","(56, 54, 78, 68, 83, 94, 31, 99, 44, 61, 78, 68, 8, 69, 33, 101, 52, 41, 21, 62)",610,611,True,0.0016366612111292963
747,similar_ratio,20,251,"(20, 8, 18, 34, 45, 1, 22, 17, 18, 37, 29, 44, 27, 50, 9, 39, 25, 30, 12, 17)","(42, 16, 35, 68, 87, 2, 44, 34, 36, 73, 58, 90, 54, 99, 17, 79, 48, 57, 23, 33)",504,507,True,0.005917159763313609
748,similar_ratio,20,254,"(5, 21, 25, 29, 27, 43, 1, 31, 4, 38, 45, 23, 26, 23, 27, 22, 28, 41, 41, 7)","(10, 41, 48, 57, 56, 87, 2, 63, 8, 73, 88, 44, 53, 47, 52, 46, 53, 84, 78, 14)",511,517,True,0.01160541586073501
749,similar_ratio,20,265,"(49, 29, 11, 44, 2, 49, 30, 17, 5, 45, 21, 39, 25, 18, 1, 40, 20, 45, 4, 36)","(98, 59, 22, 92, 4, 103, 61, 32, 10, 94, 44, 79, 48, 35, 2, 80, 41, 94, 8, 70)",551,551,False,0.0
750,similar_ratio,20,231,"(21, 16, 8, 7, 20, 17, 27, 4, 39, 12, 6, 37, 38, 40, 37, 45, 49, 6, 12, 21)","(42, 32, 17, 14, 40, 33, 53, 8, 75, 25, 13, 74, 76, 77, 76, 89, 102, 11, 24, 42)",467,471,True,0.008492569002123142
751,similar_ratio,20,221,"(49, 8, 21, 36, 22, 48, 2, 8, 9, 38, 2, 32, 18, 33, 37, 3, 11, 11, 50, 4)","(100, 17, 44, 74, 44, 100, 4, 16, 19, 75, 4, 66, 35, 69, 73, 6, 21, 23, 104, 8)",456,460,True,0.008695652173913044
752,similar_ratio,20,218,"(34, 3, 22, 42, 17, 20, 22, 47, 2, 9, 20, 21, 27, 26, 14, 37, 41, 8, 20, 5)","(71, 6, 44, 86, 35, 40, 45, 94, 4, 19, 41, 40, 54, 52, 28, 76, 79, 17, 39, 10)",444,448,True,0.008928571428571428
753,similar_ratio,20,244,"(49, 21, 11, 43, 4, 27, 45, 2, 3, 38, 2, 29, 49, 15, 6, 14, 30, 44, 40, 17)","(97, 43, 21, 87, 8, 54, 91, 4, 6, 74, 4, 60, 98, 29, 12, 27, 60, 85, 77, 35)",490,494,True,0.008097165991902834
754,similar_ratio,20,153,"(12, 9, 12, 8, 10, 6, 30, 44, 2, 10, 9, 32, 5, 35, 2, 7, 32, 21, 1, 19)","(25, 18, 23, 15, 20, 12, 58, 91, 4, 20, 18, 63, 10, 69, 4, 15, 66, 41, 2, 37)",305,312,True,0.022435897435897436
755,similar_ratio,20,256,"(34, 20, 39, 14, 1, 48, 29, 37, 30, 10, 40, 21, 39, 9, 3, 41, 21, 45, 8, 24)","(67, 38, 77, 28, 2, 97, 57, 77, 61, 21, 83, 41, 77, 18, 6, 83, 43, 87, 15, 49)",522,523,True,0.0019120458891013384
756,similar_ratio,20,270,"(30, 40, 24, 7, 38, 12, 50, 12, 4, 28, 34, 47, 35, 35, 45, 28, 5, 26, 6, 34)","(62, 83, 49, 14, 79, 25, 99, 24, 8, 56, 67, 93, 68, 70, 91, 54, 10, 53, 12, 70)",550,554,True,0.007220216606498195
757,similar_ratio,20,292,"(26, 30, 19, 50, 17, 21, 31, 47, 42, 30, 27, 4, 26, 28, 12, 43, 32, 47, 11, 41)","(52, 58, 39, 97, 35, 42, 60, 92, 88, 60, 55, 8, 53, 56, 24, 90, 63, 93, 22, 81)",578,595,True,0.02857142857142857
758,similar_ratio,20,290,"(22, 34, 17, 32, 27, 47, 42, 15, 50, 15, 44, 12, 12, 31, 6, 40, 26, 47, 19, 42)","(42, 70, 34, 65, 55, 89, 84, 31, 104, 29, 91, 24, 25, 59, 12, 82, 54, 92, 38, 88)",600,600,False,0.0
759,similar_ratio,20,199,"(4, 5, 21, 13, 8, 38, 1, 24, 12, 36, 36, 5, 8, 3, 44, 30, 41, 12, 48, 9)","(8, 10, 43, 26, 16, 79, 2, 46, 23, 75, 76, 10, 16, 6, 85, 57, 83, 23, 94, 18)",408,410,True,0.004878048780487805
760,similar_ratio,20,212,"(9, 22, 1, 22, 35, 30, 42, 23, 36, 2, 20, 49, 13, 27, 21, 1, 35, 14, 17, 6)","(17, 42, 2, 44, 73, 63, 85, 45, 75, 4, 42, 93, 26, 52, 42, 2, 71, 28, 33, 12)",429,437,True,0.018306636155606407
761,similar_ratio,20,245,"(15, 44, 17, 21, 38, 1, 43, 46, 26, 37, 5, 25, 11, 38, 23, 43, 6, 18, 5, 28)","(30, 86, 34, 43, 75, 2, 90, 90, 50, 72, 10, 52, 22, 75, 45, 83, 13, 37, 10, 55)",493,496,True,0.006048387096774193
762,similar_ratio,20,278,"(41, 11, 50, 14, 2, 48, 11, 4, 35, 23, 48, 33, 9, 30, 7, 29, 40, 37, 36, 48)","(81, 22, 96, 28, 4, 92, 22, 8, 69, 45, 92, 65, 19, 61, 14, 59, 76, 74, 72, 99)",551,560,True,0.01607142857142857
763,similar_ratio,20,278,"(40, 32, 4, 7, 34, 46, 45, 35, 23, 31, 17, 35, 46, 37, 23, 28, 20, 30, 10, 12)","(76, 62, 8, 14, 69, 89, 92, 67, 45, 60, 35, 72, 95, 76, 45, 54, 40, 60, 21, 24)",546,568,True,0.03873239436619718
764,similar_ratio,20,238,"(43, 27, 26, 9, 3, 50, 23, 8, 44, 40, 7, 7, 34, 44, 12, 26, 9, 15, 21, 29)","(83, 55, 52, 18, 6, 100, 46, 16, 85, 77, 13, 14, 67, 86, 25, 52, 19, 29, 43, 56)",475,479,True,0.008350730688935281
765,similar_ratio,20,236,"(3, 27, 12, 7, 48, 49, 26, 17, 18, 26, 34, 43, 29, 46, 4, 6, 19, 21, 22, 16)","(6, 53, 25, 14, 100, 94, 50, 33, 37, 51, 70, 85, 58, 95, 8, 12, 37, 41, 43, 32)",457,482,True,0.05186721991701245
766,similar_ratio,20,248,"(18, 15, 22, 10, 33, 22, 48, 37, 40, 30, 3, 5, 3, 41, 19, 31, 47, 48, 19, 6)","(37, 30, 45, 20, 69, 45, 97, 77, 79, 63, 6, 10, 6, 79, 37, 59, 94, 93, 39, 12)",508,510,True,0.00392156862745098
767,similar_ratio,20,266,"(47, 41, 45, 10, 38, 28, 22, 17, 29, 29, 34, 25, 47, 21, 46, 26, 8, 13, 2, 4)","(90, 82, 90, 21, 78, 58, 43, 33, 58, 60, 67, 51, 96, 43, 87, 54, 17, 27, 4, 8)",517,546,True,0.05311355311355311
768,similar_ratio,20,213,"(6, 19, 32, 41, 1, 3, 14, 45, 3, 34, 45, 33, 5, 43, 1, 14, 41, 18, 9, 19)","(12, 40, 67, 84, 2, 6, 28, 93, 6, 67, 90, 64, 10, 87, 2, 28, 79, 36, 18, 37)",437,437,False,0.0
769,similar_ratio,20,269,"(1, 41, 35, 35, 45, 37, 2, 16, 39, 12, 37, 17, 18, 20, 45, 10, 30, 34, 30, 34)","(2, 79, 69, 70, 86, 77, 4, 31, 81, 24, 72, 34, 36, 39, 93, 19, 60, 69, 58, 67)",529,548,True,0.03467153284671533
770,similar_ratio,20,286,"(25, 50, 50, 3, 3, 42, 47, 14, 48, 23, 17, 10, 35, 50, 32, 37, 13, 18, 47, 8)","(48, 100, 96, 6, 6, 86, 98, 28, 98, 45, 35, 20, 67, 104, 67, 74, 27, 35, 92, 17)",572,589,True,0.028862478777589132
771,similar_ratio,20,210,"(25, 30, 20, 10, 25, 1, 3, 2, 31, 33, 9, 48, 43, 11, 36, 3, 26, 32, 21, 11)","(48, 59, 39, 20, 51, 2, 6, 4, 61, 65, 18, 95, 84, 21, 72, 6, 54, 61, 44, 21)",411,423,True,0.028368794326241134
772,similar_ratio,20,213,"(7, 36, 4, 21, 18, 44, 12, 17, 44, 11, 29, 20, 17, 32, 27, 18, 31, 7, 19, 12)","(15, 71, 8, 42, 38, 84, 23, 35, 90, 23, 60, 38, 33, 61, 53, 36, 62, 14, 38, 24)",423,435,True,0.027586206896551724
773,similar_ratio,20,295,"(12, 24, 36, 29, 40, 17, 47, 14, 18, 45, 16, 8, 46, 37, 26, 43, 13, 35, 42, 42)","(24, 49, 72, 59, 77, 33, 91, 27, 38, 86, 33, 16, 94, 75, 51, 88, 25, 69, 84, 84)",599,599,False,0.0
